,name,ad,item,text,who,page
11755,Ms Terri Butler MP,Addition,Travel or hospitality,"PIPA program (France) -Flights, accommodation, travel, translator, some food, covered by French Government",Self,22
11756,Ms Terri Butler MP,Addition,Travel or hospitality,Press Gallery Midwinter Ball tickets (x2) courtesy of Macquarie Bank.,Self,22
11757,Ms Terri Butler MP,Addition,Travel or hospitality,Hospitality- Guest of Macquarie Group Ltd at the 2016 Parliamentary Press Gallery and Annual Mid-Winter Ball,Self,8
11758,Ms Terri Butler MP,Addition,Travel or hospitality,Derby Day Birdcage Marquee Tickets Flemington (X2) courtesy of Tabcorp,Self,23
11759,Ms Terri Butler MP,Addition,Travel or hospitality,Derby Day Birdcage Marquee Tickets Flemington (x2) courtesy of Tabcorp,Self,23
11760,Ms Terri Butler MP,Addition,Gift,"3 x Cubit Voyager Kits (Coding and Robotics Education Kits) gifted by Australian Computer Society, for primary schools in the Electorate.",Self,24
11761,Ms Terri Butler MP,Addition,Directorship,"Spouse - Director, Queensland Advisory Board, McKell Institute",Spouse,25
11762,Ms Terri Butler MP,Addition,Other income,Spouse - Admission to the Queensland Bar,Spouse,25
11763,Ms Terri Butler MP,Addition,Other conflict,Self - Receipt of the Australian Finance Conference Economics Prize from the University of New England.,Self,25
11764,Ms Terri Butler MP,Deletion,Other income,Space - Employment with the Australian Workers' Union,Spouse,25
11765,Ms Terri Butler MP,Deletion,Membership,Spouse - Member of the AWU Queensland Branch Executive and the AWU National Executive,Spouse,25
11766,Ms Terri Butler MP,Deletion,Other conflict,"Spouse - Treasurer, Cannon Hill Kindergarten",Spouse,25
11767,Ms Terri Butler MP,Deletion,Other conflict,"Spouse - Treasurer's and VP, Theodore Club Inc",Spouse,25
11768,Ms Terri Butler MP,Deletion,Other conflict,Spouse - Chairperson Australian Super Qld Advisory Board,Spouse,25
11769,Ms Terri Butler MP,Addition,Gift,"3 x Cubit Voyager Kits (Coding and Robotics Education Kits) gifted by the Australian Computer Society, for primary schools in the Electorate.",Self,24
11770,Ms Terri Butler MP,Addition,Directorship,"Director, Queensland Advisory Board, McKell Institute",Spouse,25
11771,Ms Terri Butler MP,Addition,Other income,Admission to the Queensland Bar,Spouse,25
11772,Ms Terri Butler MP,Addition,Other conflict,Receipt of the Australian Finance Conference Economics Prize from the University of New England.,Self,25
11773,Ms Terri Butler MP,Deletion,Other income,employment with the Australian Workers' Union,Spouse,25
11774,Ms Terri Butler MP,Deletion,Membership,Member of the AWU Queensland Branch Executive and the AWU National Executive,Spouse,25
11775,Ms Terri Butler MP,Deletion,Other conflict,"Treasurer, Cannon Hill Kindergarten, Treasurer and VP, Theodore Club Inc, Chairperson Australian Super Qld Advisory Board.",Spouse,25
11776,Mr Matt Keogh MP,Addition,Gift,Ticket to Bruce Springsteen concert at Perth Arena from Alinta Energy,Self,10
11777,Mr Matt Keogh MP,Addition,Gift,Ticket to Bruce Springsteen concert at Perth Arena from Alinta Energy,Spouse,10
11778,Mr Matt Keogh MP,Addition,Travel or hospitality,"Meals, accommodation, travel to and from India, and internal travel courtesy of the Australia India Youth Dialogue from 20 January 2018 - 25 January 2018. Value: Unknown",Self,15
11779,Mr Matt Keogh MP,Addition,Directorship,Impact Seed Limited Appointed Non-Executive Director,Spouse,18
11780,Mr Matt Keogh MP,Addition,Real estate,"House and land in Mount Lawley, Western Australia, Family purposes",Spouse,3
11781,Mr Matt Keogh MP,Addition,Directorship,"Law Access Ltd, Not-for-profit organisation that coordinates the giving of pro bono (free or reduced cost) legal assistance by the Western Australian legal profession",Self,3
11782,Mr Matt Keogh MP,Addition,Directorship,"The Law Society of Western Australia Inc., The peak professional association for lawyers in Western Australia",Self,3
11783,Mr Matt Keogh MP,Addition,Directorship,"Street Law Centre (WA) Inc., A free outreach legal service for the homeless and those at risk of homelessness in Western Australia",Self,3
11784,Mr Matt Keogh MP,Addition,Directorship,Friends of the Art Gallery of Western Australia Inc.,Spouse,3
11785,Mr Matt Keogh MP,Addition,Trust beneficiary,"Rosalie Trust, Family Trust, Discretionary secondary beneficiary",Self,2
11786,Mr Matt Keogh MP,Addition,Trust beneficiary,"Rosalie Trust, Family Trust, Discretionary secondary beneficiary",Spouse,2
11787,Mr Matt Keogh MP,Addition,Trust beneficiary,"JD Hay Family Trust, Family Trust, Discretionary primary beneficiary",Spouse,2
11788,Mr Matt Keogh MP,Addition,Trust beneficiary,"Hay Service Trust, Family Trust, Discretionary primary beneficiary",Spouse,2
11789,Mr Matt Keogh MP,Addition,Other income,Centrelink - Parental Leave Pay,Spouse,8
11790,Mr Matt Keogh MP,Addition,Travel or hospitality,"Chamber of Minerals & Energy WA mine tour, lunch & transport: Alcoa & MZI Resources",Self,8
11791,Mr Matt Keogh MP,Addition,Travel or hospitality,Minerals Council of Australia Parliamentary dinner,Self,8
11792,Mr Matt Keogh MP,Addition,Travel or hospitality,Press Gallery new MP welcome function,Self,8
11793,Mr Matt Keogh MP,Addition,Travel or hospitality,Minerals Council of Australia Parliamentary dinner,Spouse,8
11795,Mr Matt Keogh MP,Addition,Liability,"Mortgage (joint with spouse), St George Bank",Self,4
11796,Mr Matt Keogh MP,Addition,Liability,"Car loan, Macquarie Bank",Self,4
11797,Mr Matt Keogh MP,Addition,Liability,"Visa Credit card, St George Bank",Self,4
11798,Mr Matt Keogh MP,Addition,Liability,"Visa Credit card, ANZ",Self,4
11799,Mr Matt Keogh MP,Addition,Liability,"Mortgage (joint with spouse), St George Bank",Spouse,4
11800,Mr Matt Keogh MP,Addition,Savings/other accounts,"Savings Account (joint with spouse), St George Bank",Self,4
11801,Mr Matt Keogh MP,Addition,Savings/other accounts,"Mortgage Offset Account (joint with spouse), St George Bank",Self,4
11802,Mr Matt Keogh MP,Addition,Savings/other accounts,"Savings Account, Commonwealth Bank",Self,4
11803,Mr Matt Keogh MP,Addition,Savings/other accounts,"Net Saver Account, Commonwealth Bank",Self,4
11804,Mr Matt Keogh MP,Addition,Savings/other accounts,"Savings Account (joint with spouse), St George Bank",Spouse,4
11805,Mr Matt Keogh MP,Addition,Savings/other accounts,"Mortgage Offset Account (joint with spouse), St George Bank",Spouse,4
11806,Mr Matt Keogh MP,Addition,Savings/other accounts,"Savings Account, NAB",Spouse,4
11807,Mr Matt Keogh MP,Addition,Savings/other accounts,"iSaver Account, NAB",Spouse,4
11808,Mr Matt Keogh MP,Addition,Travel or hospitality,"Ticket to WA Business News Success & Leadership Series Breakfast at Hyatt Regency Hotel, Perth on 27 July 2017 as guest of Perth Airport (value approx. $125)",Self,13
11809,Mr Matt Keogh MP,Addition,Other asset,2x Car,Self,5
11810,Mr Matt Keogh MP,Addition,Other asset,Motorcycle,Self,5
11811,Mr Matt Keogh MP,Addition,Other asset,Superannuation and associated Life & TPD Insurance - Plum Superannuation,Self,5
11812,Mr Matt Keogh MP,Addition,Other asset,Income Protection Insurance policy - MLC,Self,5
11813,Mr Matt Keogh MP,Addition,Other asset,Superannuation and associated Life & TPD Insurance - Australian Insurance,Spouse,5
11814,Mr Matt Keogh MP,Addition,Other asset,Income Protection Insurance policy - Westpac,Spouse,5
11815,Mr Matt Keogh MP,Addition,Other income,Salary - Western Power,Spouse,5
11816,Mr Matt Keogh MP,Addition,Travel or hospitality,"Return flight from Perth to Barrow Island, bus transfers and refreshments for parliamentary visit to Gorgon LNG project on 20 July 2017 (from Chevron)",Self,12
11817,Mr Matt Keogh MP,Addition,Gift,"Attendance to the Lexus Ball for Telethon, on 21 October 2017 gift of ticket to event from Perth Airport pty ltd. Value: Unknown",Self,14
11818,Mr Matt Keogh MP,Addition,Gift,"Attendance to the Lexus Ball for Telethon, on 21 October 2017 gift of ticket to event from Perth Airport pty ltd. Value: Unknown",Spouse,14
11819,Mr Matt Keogh MP,Addition,Gift,Attendance at Midnight Oil concert at Perth Arena on 28 October 2017 (from Alinta). Value: Priceless,Self,14
11820,Mr Matt Keogh MP,Addition,Gift,Attendance at Midnight Oil concert at Perth Arena on 28 October 2017 (from Alinta). Value: Priceless,Spouse,14
11821,Mr Matt Keogh MP,Addition,Gift,Puncture repair for one car tyre by Kelmscott Tyrepower. Value: unknown,Self,17
11822,Mr Matt Keogh MP,Addition,Membership,Australian Labor Party,Self,6
11823,Mr Matt Keogh MP,Addition,Membership,The Law Society of Western Australia,Self,6
11824,Mr Matt Keogh MP,Addition,Membership,Australian Workers Union (WA),Self,6
11825,Mr Matt Keogh MP,Addition,Membership,Australian Institute of Company Directors,Self,6
11826,Mr Matt Keogh MP,Addition,Membership,Kelmscott Agricultural Society,Self,6
11827,Mr Matt Keogh MP,Addition,Membership,Street Law Centre WA,Self,6
11828,Mr Matt Keogh MP,Addition,Membership,Australian Services Union (WA),Spouse,6
11829,Mr Matt Keogh MP,Addition,Membership,Council of Trinity College residential college at University of Western Australia,Spouse,6
11830,Mr Matt Keogh MP,Addition,Trust beneficiary,Rosalie Trust - Family Trust - Discretionary secondary beneficiary,Other,7
11831,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account - Commonwealth Bank,Self,7
11832,Mr Matt Keogh MP,Addition,Gift,Indonesian Consul-General - Perth: Scarf,Self,7
11833,Mr Matt Keogh MP,Addition,Gift,Australian Subscription Television and Radio Association (ASTRA): standard Foxtel subscription for Electorate Office,Self,7
11834,Mr Matt Keogh MP,Addition,Gift,University of Notre Dame Australia: Sophie la Girafe Premium Baby Gift Box,Other,7
11835,Mr Matt Keogh MP,Addition,Travel or hospitality,"CITIC Pacific Mining: Mine Tour, meals and accommodation, return flights Perth-Karratha",Self,7
11836,Mr Matt Keogh MP,Addition,Travel or hospitality,Minerals Council of Australia: lunch at Fraser's Kings Park,Self,7
11837,Mr Matt Keogh MP,Addition,Travel or hospitality,Qantas: Chairmans Lounge membership,Self,7
11838,Mr Matt Keogh MP,Addition,Travel or hospitality,Virgin Australia: The Club membership,Self,7
11839,Mr Matt Keogh MP,Addition,Travel or hospitality,Qantas: Chairmans Lounge membership,Spouse,7
11840,Mr Matt Keogh MP,Addition,Travel or hospitality,Virgin Australia: The Club membership,Spouse,7
11841,Mr Matt Keogh MP,Addition,Membership,Gloucester Park Harness Racing: Honourary membership,Self,7
11842,Mr Matt Keogh MP,Deletion,Directorship,The Law Society of Western Australia Inc (resigned from Council on 29 July 2016),Self,7
11843,Mr Matt Keogh MP,Deletion,Directorship,Street Law Centre WA Inc (resigned from Management Committee on 15 July 2016),Self,7
11844,Mr Matt Keogh MP,Addition,Travel or hospitality,Perth Airport Parking,Self,9
11845,Mr Matt Keogh MP,Addition,Travel or hospitality,Law Society of Western Australia - Immediate Past Presidents Dinner,Self,9
11846,Mr Matt Keogh MP,Addition,Travel or hospitality,Law Society of Western Australia - Immediate Past Presidents Dinner,Spouse,9
11847,Mr Matt Keogh MP,Addition,Travel or hospitality,"Attended dinner at Kent Street Deli, Rockingham, courtesy of Mineral Resources Limited Value unknown",Self,11
11848,Mr Matt Keogh MP,Deletion,Other asset,1 x car,Self,11
11849,Mr Matt Keogh MP,Addition,Gift,"Attendance to Perth Heat vs Sydney Blue Sox Baseball match Perth Ballpark, Friday 12 January gift of ticket to Event from Baseball WA. Value: $50",Self,16
11850,Mr Matt Keogh MP,Addition,Gift,"Attendance to Australia vs England ODI match Optus Stadium, Sunday 28 January gift of ticket to Event from Cricket Australia. Value: Unknown",Self,16
11851,Mr Matt Keogh MP,Addition,Gift,"Attendance to Perth Heat vs Sydney Blue Sox Baseball match Perth Ballpark, Friday 12 January gift of ticket to Event from Baseball WA. Value: $50",Spouse,16
11852,Mr Matt Keogh MP,Addition,Gift,"Attendance to Australia vs England ODI match Optus Stadium, Sunday 28 January gift of ticket to Event from Cricket Australia. Value: Unknown",Spouse,16
11854,Mr Matt Keogh MP,Addition,Real estate,"House and land in Mount Lawley, Western Australia - Family purposes",Spouse,3
11855,Mr Matt Keogh MP,Addition,Directorship,Law Access Ltd. Not-for-profit organisation that coordinates the giving of pro bono (free or reduced cost) legal assistance by the Western Australian legal profession.,Self,3
11856,Mr Matt Keogh MP,Addition,Directorship,The Law Society of Western Australia Inc. The peak professional association for lawyers in Western Australia.,Self,3
11857,Mr Matt Keogh MP,Addition,Directorship,Street Law Centre (WA) Inc. A free outreach legal service for the homeless and those at risk of homelessness in Western Australia.,Self,3
11858,Mr Matt Keogh MP,Addition,Directorship,Friends of the Art Gallery of Western Australia Inc.,Spouse,3
11859,Mr Matt Keogh MP,Addition,Liability,Mortgage (joint with spouse) - St George Bank,Self,4
11860,Mr Matt Keogh MP,Addition,Liability,Mortgage (joint with spouse) - St George Bank,Spouse,4
11861,Mr Matt Keogh MP,Addition,Liability,Car loan - Macquarie Bank,Self,4
11862,Mr Matt Keogh MP,Addition,Liability,Visa Credit card - St George Bank,Self,4
11863,Mr Matt Keogh MP,Addition,Liability,Visa Credit card - ANZ,Self,4
11864,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account (joint with spouse) St George Bank,Self,4
11865,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account (joint with spouse) St George Bank,Spouse,4
11866,Mr Matt Keogh MP,Addition,Savings/other accounts,Mortgage Offset Account (joint with spouse) St George Bank,Self,4
11867,Mr Matt Keogh MP,Addition,Savings/other accounts,Mortgage Offset Account (joint with spouse) St George Bank,Spouse,4
11868,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account Commonwealth Bank,Self,4
11869,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account NAB,Spouse,4
11870,Mr Matt Keogh MP,Addition,Savings/other accounts,Net Saver Account Commonwealth Bank,Self,4
11871,Mr Matt Keogh MP,Addition,Savings/other accounts,iSaver Account NAB,Spouse,4
11872,Mr Matt Keogh MP,Addition,Travel or hospitality,"Ticket to WA Business News Success & Leadership Series Breakfast at Hyatt Regency Hotel, Perth on 27 July 2017 as guest of Perth Airport (value approx. $125)",Self,13
11873,Mr Matt Keogh MP,Addition,Gift,"Attendance to the Lexus Ball for Telethon, on 21 October 2017 gift of ticket to event from Perth Airport pty ltd. Value: unknown ",Self,14
11874,Mr Matt Keogh MP,Addition,Gift,"Attendance to the Lexus Ball for Telethon, on 21 October 2017 gift of ticket to event from Perth Airport pty ltd. Value: unknown ",Self,14
11875,Mr Matt Keogh MP,Addition,Gift,Attendance at Midnight Oil concert at Perth Arena on 28 October 2017 (from Alinta). Value: Priceless ,Self,14
11876,Mr Matt Keogh MP,Addition,Gift,Attendance at Midnight Oil concert at Perth Arena on 28 October 2017 (from Alinta). Value: Priceless ,Self,14
11877,Mr Matt Keogh MP,Addition,Gift,Puncture repair for one car tyre by Kelmscott Tyrepower. Value: unknown. ,Self,17
11878,Mr Matt Keogh MP,Addition,Directorship,Impact Seed Limited Appointed Non-Executive Director. ,Spouse,18
11879,Mr Matt Keogh MP,Addition,Trust beneficiary,"Rosalie Trust, Family Trust, Discretionary secondary beneficiary",Self,2
11880,Mr Matt Keogh MP,Addition,Trust beneficiary,"Rosalie Trust, Family Trust, Discretionary secondary beneficiary",Spouse,2
11881,Mr Matt Keogh MP,Addition,Trust beneficiary,"JD Hay Family Trust, Family Trust, Discretionary secondary beneficiary",Spouse,2
11882,Mr Matt Keogh MP,Addition,Trust beneficiary,"Hay ServiceTrust, Family Trust, Discretionary secondary beneficiary",Spouse,2
11883,Mr Matt Keogh MP,Addition,Other asset,2 x Car,Self,5
11884,Mr Matt Keogh MP,Addition,Other asset,Motorcycle,Self,5
11885,Mr Matt Keogh MP,Addition,Other asset,Superannuation and associated Life & TPD Insurance - Plum Superannuation,Self,5
11886,Mr Matt Keogh MP,Addition,Other asset,Superannuation and associated Life & TPD Insurance - Australian Superannuation,Spouse,5
11887,Mr Matt Keogh MP,Addition,Other asset,Income Protection Insurance Policy - MLC,Self,5
11888,Mr Matt Keogh MP,Addition,Other asset,Income Protection Insurance Policy - Westpac,Spouse,5
11889,Mr Matt Keogh MP,Addition,Other income,Salary - Western Power,Spouse,5
11890,Mr Matt Keogh MP,Addition,Membership,Australian Labor Party ,Self,6
11891,Mr Matt Keogh MP,Addition,Membership,The Law Society of Western Australia ,Self,6
11892,Mr Matt Keogh MP,Addition,Membership,Australian Workers Union (WA) ,Self,6
11893,Mr Matt Keogh MP,Addition,Membership,Australian Institute of Company Directors ,Self,6
11894,Mr Matt Keogh MP,Addition,Membership,Kelmscott Agricultural Society ,Self,6
11895,Mr Matt Keogh MP,Addition,Membership,Street Law Centre WA ,Self,6
11896,Mr Matt Keogh MP,Addition,Membership,Australian Services Union (WA) ,Spouse,6
11897,Mr Matt Keogh MP,Addition,Membership,Council of Trinity College residential college at University of Western Australia ,Spouse,6
11898,Mr Matt Keogh MP,Addition,Trust beneficiary,Child (son) Rosalie Trust - Family Trust - Discretionary secondary beneficiary ,Self,7
11899,Mr Matt Keogh MP,Addition,Savings/other accounts,Savings Account - Commonwealth Bank ,Self,7
11900,Mr Matt Keogh MP,Addition,Gift,Indonesia Counsul-General - Perth: Scarf ,Self,7
11901,Mr Matt Keogh MP,Addition,Gift,Australian Subscription Television and Radio Association (ASTRA): standard Foxtel subscription for Electorate Office ,Self,7
11902,Mr Matt Keogh MP,Addition,Gift,Child (son) University of Notre Dame Australia: Sophie la Girafe Premium Baby Gift Box ,Other,7
11903,Mr Matt Keogh MP,Addition,Travel or hospitality,"CITIC Pacific Mining: Mine Tour, meals and accommodation, return flights Perth-Karratha ",Self,7
11904,Mr Matt Keogh MP,Addition,Travel or hospitality,Minerals Council of Australia: lunch at Fraser's Kings Park ,Self,7
11905,Mr Matt Keogh MP,Addition,Travel or hospitality,Qantas: Chairmans Lounge membership ,Self,7
11906,Mr Matt Keogh MP,Addition,Travel or hospitality,Virgin Australia: The Club membership ,Self,7
11907,Mr Matt Keogh MP,Addition,Travel or hospitality,Qantas: Chairmans Lounge membership ,Spouse,7
11908,Mr Matt Keogh MP,Addition,Travel or hospitality,Virgin Australia: The Club membership ,Spouse,7
11909,Mr Matt Keogh MP,Addition,Membership,Gloucester Park Harness Racing: Honourary membership ,Self,7
11910,Mr Matt Keogh MP,Deletion,Directorship,The Law Society of Western Australia Inc (resigned from Council on 29 July 2016) ,Self,7
